"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Aktiekurs";"Börsvärde";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kursutveck.";"P/E";"P/E";"P/E";"P/S";"P/S";"P/S";"P/FCF";"P/FCF";"P/FCF";"Medelvärde";"Medelvärde";"Medelvärde";"Info";"N. Rapport";"Graham"
"";"Land";"Lista";"Bransch";"Ticker";"ISIN";"Senaste";"Senaste";"Utveck.  1d";"Utveck.  1v";"Utveck.  1m";"Utveck.  3m";"Utveck.  6m";"Utveck.  1 år";"Utveck.  3 år";"Utveck.  5 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"Senaste";"Snitt 1 år";"Snitt 3 år";"MA(5)/MA(20)";"MA(20)/MA(70)";"MA(50)/MA(200)";"N. Rapport";"Antal dagar";"Poäng"
"Nokia";"Sverige";"Large Cap";"Kommunikation";"NOKIA SEK";"FI0009000681";54.35;310293.4;0.008348737;-0.003666375;0.1640608;0.2227221;0.4161021;0.2627787;0.1372672;1.67734;-41.67625;17.47497;-23.32475;1.343568;1.518912;1.5498;82.8596;24.37107;33.0114;0.0386045;0.0852064;0.08776021;"2017-04-27";"";1
"Nokia Oyj";"Finland";"Large Cap";"Kommunikation";"NOKIA SEK";"FI0009000681";5.565;31771.54;0.008152188;-0.01329784;0.1474227;0.1845466;0.4232737;0.2076824;0.0519849;1.495516;-42.90671;11.30396;-24.15561;1.352383;1.543783;1.553717;276.2742;72.80317;97.47848;0.03080058;0.07513475;0.08834386;"";"";1
"Nokian Renkaat";"Finland";"Large Cap";"Produktion";"NRE1V";"FI0009005318";37.39;5080.553;-0.002667439;-0.003995779;-0.01811981;0.02719774;0.1104842;0.2069077;0.2678874;0.1296073;19.7538;23.96519;17.60786;3.52498;3.22135;3.148962;18.60327;21.28239;19.08058;-0.02387363;0.007914662;0.09505391;"2017-05-03";"";5
"Nolato";"Sverige";"Mid Cap";"Produktion";"NOLA B";"SE0000109811";302.5;7957.868;0.02891156;0.02023609;0.07460035;0.09205776;0.1634615;0.4201878;0.9836066;3.76378;22.04409;18.86629;18.24408;1.659618;1.458122;1.438666;-44.21038;-9.369896;-21.59339;0.02284193;0.05303597;0.06337988;"2017-04-26";"";4
"Nordic Flanges";"Sverige";"First North";"Produktion";"NFAB";"SE0001994658";1.75;91.616;0;0;-0.06417112;0;0.06707318;0.02941174;-0.2827869;-0.3535279;416.6667;24.26987;128.7407;0.4203456;0.3335975;0.3836643;22.60449;24.43406;35.4803;-0.01297235;-0.006802201;0.008324623;"2017-04-27";"";2
"Nordic Leisure AB";"Sverige";"First North";"Betting & Spel";"NLAB";"SE0001666553";5.85;328.8227;0.02631581;0.1037735;0.2187499;0.01739129;0.06363635;0.06363635;1.532467;1.565789;7.517348;0.7434187;0.698918;1.466719;1.417368;1.447509;6.799659;5.951379;18.14508;0.04079783;0.0414362;-0.03432989;"2017-05-17";"";2
"Nordic Mines";"Sverige";"Small Cap";"Gruv & Metall";"NOMI";"SE0007491105";0.289;163.4939;0.01048948;0;0.01048948;-0.2082192;-0.4388349;-0.4648148;-0.9422;-0.9997122;-4.392097;-1153.723;-3100.58;"";402.3796;5.306742;-5.146012;-4.330229;-1.868059;0.01540613;-0.05609059;-0.3251526;"";"";2
"Nordic Mining";"Norge";"Oslo Axess";"Gruv & Metall";"NOM";"NO0010317340";3.8;351.8192;0.01604277;0.04683191;0.08571427;-0.05000001;0.02150536;-0.04040406;-0.1401937;0.1212085;-12.98701;-14.93541;-14.30272;"";"";"";-8.095056;-14.63632;-15.45353;0.01116252;0.002847314;-0.07834733;"2017-05-12";"";1
"Nordic Nanovector";"Norge";"OB Match";"Läkemedel";"NANO";"NO0010597883";89.75;4400.532;0.02571429;0.0652819;0.1324921;0.008426966;0.008426966;2.971239;"";"";-18.68546;-9.889891;-8.277451;14014.43;4466.773;5482.969;-26.31677;-12.48757;-11.30382;0.01379311;-0.02231503;0.1244875;"";"";1
"Nordic Semiconductor";"Norge";"OB Match";"Kommunikation";"NOD";"NO0003055501";35.4;5726.127;0.01142862;0.026087;0.1382637;0.1309905;0.02906977;-0.1551313;0.1419355;0.873016;95.08461;84.47427;83.49651;3.258085;3.791622;3.957988;-38.03126;65.74673;-48.77429;0.002015591;0.0768038;-0.06556016;"2017-04-24";"";3
"Nordic Shipholding";"Denmark";"Small Cap";"Tjänster & Leverans";"NORDIC";"DK0060083996";0.77;"";0;0;-0.0434783;-0.08333333;-0.1149426;-0.2735849;-0.442029;-0.51875;"";"";"";"";"";"";"";"";"";-0.01427215;-0.03628498;-0.05625182;"2017-03-31";"";2
"Nordic Waterproofing";"Sverige";"Mid Cap";"Byggprodukter";"NWG";"DK0060738409";94;2263.802;0;-0.03589744;0.005347593;0.01075269;0.06818182;"";"";"";14.70013;15.18664;9.133587;1.211043;1.091045;0.7684038;22.21592;20.07539;13.46098;-0.03842759;0.05641544;0.04107773;"2017-05-09";"";1
"Norsk Hydro";"Norge";"OBX";"Gruv & Metall";"NHY";"NO0005052605";47.82;97648.44;0.0400174;0.00125631;-0.03237553;-0.01706067;0.2334279;0.5209923;0.4736517;0.8811959;16.6812;14.34175;21.54489;1.120477;0.8754386;0.9341844;15.73199;18.28318;14.72809;-0.01105338;-0.01672387;0.1666332;"2017-04-28";"";3
"Norske Skogindustrier";"Norge";"OB Match";"Skog";"NSG";"NO0004135633";0.87;242.7248;0.0116279;-0.01136363;-0.6116071;-0.6045455;-0.7138157;-0.6081081;-0.8046875;-0.7941657;11.56915;5.128238;4.465194;"";0.06361814;0.05568;-40.45413;-6.896811;0.3796298;-0.1977971;-0.4398869;-0.301281;"2017-04-26";"";1
"North Energy";"Norge";"Oslo Axess";"Olja & Gas";"NORTH";"NO0010550056";1.79;213.0941;0.05294113;-0.02185797;-0.03763444;-0.4353313;-0.1310679;0.1118012;-0.6231579;-0.7203125;2.562634;5.615563;-1.00178;15.17873;997.0038;62.79179;0.3683971;-0.5793709;-2.457196;-0.07611823;-0.1510912;-0.05176419;"2017-05-10";"";2
"North Media";"Denmark";"Small Cap";"Hotell, restaurang & nöje";"NORTHM";"DK0010270347";18.7;"";-0.0410256;-0.02094239;-0.01058195;0.3357143;0.375;0.3851852;-0.04591835;-0.1576577;"";"";"";"";"";"";"";"";"";0.00969851;0.1377386;0.2023113;"";"";2
"Norway Royal Salmon";"Norge";"OB Match";"Livsmedel";"NRS";"NO0010331838";167;7276.524;0.02140673;0.0308642;0.1438356;-0.05915493;-0.160804;0.5045045;3.128381;15.51356;7.364874;10.40806;9.478187;1.722523;1.064411;1.149047;21.03096;4.173671;0.7365373;0.02616823;-0.001821339;-0.06342608;"";"";3
"Norwegian Air Shuttle";"Norge";"OBX";"Tjänster & Leverans";"NAS";"NO0010196140";224;8010.016;0.01679527;-0.02608696;-0.04680851;-0.0894309;-0.1648024;-0.3598171;-0.06158357;1.56;17.71353;18.6679;23.17125;0.3022613;0.4066571;0.3957003;-3.078407;-3.330718;-3.308276;-0.03900063;-0.05824274;-0.1115214;"2017-04-27";"";2
"Norwegian Energy";"Norge";"OB Match";"Olja & Gas";"NOR";"NO0010379266";269;1908.286;0.01509434;0.03065134;0.01509434;-0.03928572;1.908108;2.710345;-0.8417647;-0.9943313;6.297981;-1.025525;1.799687;173.4805;78.37045;78.30651;17.50721;8.674887;11.34507;0.01460409;0.02538991;0.4596049;"";"";""
"NOTE";"Sverige";"Small Cap";"Elektronisk utrustning";"NOTE";"SE0001161654";17.5;505.2775;0.02339179;0.01744181;-0.125;-0.03846158;0.1824324;0.4;1.1875;1.517986;8.163074;8.824083;8.350452;0.4609776;0.3638359;0.3574045;5.51613;7.84492;23.10813;-0.03428733;-0.05185384;0.1181307;"2017-04-20";"";3
"Novo Nordisk";"Denmark";"Large Cap";"Läkemedel";"NOVO B";"DK0060534915";272.4;679855.9;0.005908442;-0.009094216;0.07667982;0.102834;0.1884817;-0.2369748;0.1817787;0.6509091;17.60099;21.71444;21.0805;6.015359;7.288884;7.032436;14.44627;20.54709;20.10958;0.009133816;0.07738829;-0.02773738;"2017-05-03";"";5
"Novotek";"Sverige";"Small Cap";"IT-Tjänster";"NTEK B";"SE0000567752";24;254.4;-0.02834011;-0.07335906;-0.03225803;0.1428571;0.2834224;0.3114755;0.6783217;1.060086;16.84802;13.84855;14.20128;1.179416;0.9734716;0.981735;13.31937;10.49039;13.50945;-0.09161007;0.1224977;0.209478;"2017-05-08";"";4
"Novozymes";"Denmark";"Large Cap";"Bioteknik";"NZYM B";"DK0060336014";292.5;87135.75;0.00862069;-0.01048717;0.015625;0.05595668;0.2076796;-0.07757807;0.09632689;0.9005849;28.32765;29.56085;29.68963;6.104936;6.290823;6.24564;33.65614;39.6842;37.46858;0.000767231;0.04755497;0.04692054;"2017-04-26";"";1
"Novus";"Sverige";"Aktietorget";"Programvara & Internet";"NOVU";"SE0001989260";3.05;31.6346;0.08928572;0.03040538;0.1090909;0.01666665;-0.006514652;0.5885417;0.3800904;2.210526;17.15411;36.20949;15.33002;0.6986285;0.724717;0.6863275;"";10.06806;-6.518046;-0.002961218;0.01323688;0.003582954;"2017-05-08";"";""
"NRC Group";"Norge";"OB Match";"Kommunikation";"NRC";"NO0003679102";55;1952.06;0.02325581;-0.01345291;-0.05982906;-0.09836065;-0.2142857;0.09452736;"";"";30.42709;29.0317;30.41072;0.9960592;0.9771876;1.211073;10.09129;-1.971869;10.01766;-0.04900026;-0.02249157;-0.08739609;"2017-05-11";"";1
"NTS";"Norge";"OB Standard";"Tjänster & Leverans";"NTS";"NO0004895103";46;1115.592;0.03370786;0.002178616;0.4375;0.5916955;0.6727273;0.4375;1.671669;"";12.66799;11.28801;12.13911;2.025488;1.520078;1.548396;13.12075;-9.265483;-10.67806;0.02107298;0.2803776;0.1714048;"2017-05-11";"";""
"Nuevolution";"Sverige";"First North";"Läkemedel";"NUE";"SE0007730650";16.6;711.4428;0.01840498;-0.005988047;-0.01775143;-0.1741294;0.6517413;0.5734597;"";"";-4.906743;-4.906743;"";33.37913;33.37913;"";-8.311733;-8.311733;"";-0.008628428;-0.04718125;0.223202;"2017-05-17";"";3
"Nurminen Logistics";"Finland";"Small Cap";"Tjänster & Leverans";"NLG1V";"FI0009900187";1.04;15.15696;-0.009523801;0.009708729;-0.04587163;0.3774834;0.3164556;0.368421;-0.3202614;-0.4947778;-4.311774;-4.671462;-5.103994;0.3011157;0.3733073;0.3638151;2.834666;7.606039;-28.92023;-0.02036947;0.08502828;0.2493625;"";"";""
"Oasmia Pharmaceutical";"Sverige";"Small Cap";"Bioteknik";"OASM";"SE0000722365";5.65;668.152;-0.00877188;-0.1031746;-0.1171875;-0.2206896;-0.4145077;-0.5585938;-0.7230392;-0.1307692;-4.42097;-6.749579;-8.931647;40.75838;50.09955;60.3497;-5.03836;-7.100467;-8.159654;-0.06184733;-0.0107832;-0.2418213;"";"";""
"Obducat";"Sverige";"NGM";"Produktion";"OBDU B";"SE0000514705";2.9;137.4542;0;0;-0.04605259;0.08614233;-0.4727272;-0.6588235;-0.745614;0.7058823;-3.153202;-7.579173;-8.098673;2.737368;4.162156;4.647257;-7.299357;-5.343581;-6.535546;0.01546037;-0.03576791;-0.4030577;"2017-04-28";"";1
"Oboya Horticulture";"Sverige";"Aktietorget";"Handel & Distribution";"OBOYA B";"SE0006259834";15.4;271.4558;0.02666664;-0.04938278;0.03355705;0;0.03010032;-0.23;"";"";37.9217;77.36362;21.66928;0.7185191;0.7730158;0.6910994;7.191263;-10.09597;8.470296;0.04225826;0.001505494;-0.0120275;"2017-05-10";"";""
"Ocean Yield";"Norge";"OB Match";"Tjänster & Leverans";"OCY";"NO0010657448";65.25;9676.575;-0.003816794;-0.003816794;0.02352941;0.044;-0.04744525;0.2794118;0.6948052;"";12.13976;10.74889;11.09702;3.728357;3.421418;3.490835;-13.03664;-5.714687;-8.252318;0.008448601;0.02808797;-0.01951814;"2017-05-08";"";3
"Oceanteam";"Norge";"OB Match";"Tjänster & Leverans";"OTS";"NO0010317316";5.08;150.3324;-0.01167314;-0.06445671;-0.2973721;0.3879781;2.21519;0.245098;0.1896955;0.1288889;-2.853452;-1.824896;-2.67804;0.3130183;0.2963385;0.3264126;4.616679;2.145041;2.174742;-0.1501123;0.2328728;0.5910757;"2017-05-18";"";1
"Odd Molly";"Sverige";"Small Cap";"kläder & Textil";"ODD";"SE0002017657";42;241.584;0.01204819;-0.03448276;-0.1304348;-0.1641791;0.002386598;0.1634349;-0.125;0.686747;14.63925;16.27017;17.5228;0.5597807;0.5525715;0.6027724;-79.00066;-30.55933;-37.70564;-0.09150039;-0.08861476;0.08858347;"2017-05-11";"";1
"Oden Control";"Sverige";"Aktietorget";"Produktion";"ODEN";"SE0003623560";1.67;10.11018;-0.07222223;-0.1117021;-0.165;-0.2511211;-0.3745319;0.4396552;0.9418604;"";-242.029;-135.3329;-153.3752;10.34819;11.30512;9.305749;46.16521;-524.5319;-537.3474;-0.08371854;-0.1003366;-0.1895867;"2017-04-28";"";1
"Odfjell B";"Norge";"OB Match";"Tjänster & Leverans";"ODFB";"NO0003399917";29.5;2333.45;0.006825965;-0.04220777;-0.1167665;0.05734769;0.08058611;0.04982205;0.03508772;-0.1114458;3.480497;5.47958;-0.1551032;0.3292708;0.2919802;0.2919685;2.051944;1.667467;2.225228;-0.06110942;0.02163374;0.1042261;"";"";3
"Odfjell Drilling";"Norge";"OB Match";"Olja & Gas";"ODL";"BMG671801022";18;3577.248;0.01694911;0.011236;-0.07692307;0.2328767;0.3533835;2.614458;-0.4642857;"";-6.646727;1.675094;2.885925;0.6439734;0.3460183;0.5060072;2.393188;0.3707169;0.832141;-0.001106203;0.03534031;0.3395875;"2017-05-11";"";2
"OEM";"Sverige";"Mid Cap";"Handel & Distribution";"OEM B";"SE0005876968";200;4621.4;0.02040816;-0.06542056;-0.09090909;0.1764706;0.3468013;0.5625;1;1.857143;21.69692;17.37645;17.8542;1.85897;1.437404;1.476246;31.01611;24.06526;24.79961;-0.03400546;0.1023902;0.2200441;"2017-04-19";"";4
"Olvi";"Finland";"Mid Cap";"Livsmedel";"OLVAS";"FI0009900401";29.92;621.0793;0.01252118;0.007746701;0.07048298;0.06438988;0.05352114;0.1664717;0.2780863;0.680899;17.70728;16.63461;18.49122;1.870321;1.634227;1.674788;15.32319;11.1698;13.482;0.02460539;0.05237365;0.01019835;"2017-04-28";"";3
"Oncology Venture";"Sverige";"Aktietorget";"Läkemedel";"OV";"SE0007157409";35.7;359.6418;-0.0245901;-0.07272725;-0.03513511;-0.1141439;-0.4549618;2.104348;"";"";-9.779482;-9.779482;"";110.8979;110.8979;"";-9.616091;-9.616091;"";-0.06248415;0.001592636;-0.08901101;"2017-05-19";0;3
"Oncopeptides";"Sverige";"Mid Cap";"Läkemedel";"ONCO";"SE0009414576";45;"";0.004464303;0.008968644;0.01580137;"";"";"";"";"";"";"";"";"";"";"";"";"";"";-0.0299989;0.03140593;-0.001695454;"";"";2
"Oniva Online Group";"Sverige";"First North";"Programvara & Internet";"ONG";"SE0005249570";6.7;133.2563;0.0307692;0.0551181;0.0307692;0.04687495;-0.007407436;-0.2023809;-0.8509856;-0.8904827;-7.445271;-6.202952;-7.149903;0.7751966;0.9366459;0.9020681;16.05498;1.402201;6.309984;0.00192678;0.001378179;-0.02275813;"2017-04-26";"";1
"Online Brands Nordic";"Sverige";"First North";"Återförsäljare";"OBAB";"SE0001960949";0.69;15.09582;-0.0142857;-0.07382551;-0.08;0.08661419;-0.007194238;0.2321429;-0.5818182;-0.797654;-19.06077;-19.04627;-18.56368;0.6197225;0.7507927;0.5795856;-5.867011;1.553238;-7.730915;-0.06693172;0.0213691;0.05806744;"";"";""
"Onxeo";"Denmark";"Mid Cap";"Läkemedel";"ONXEO";"FR0010095596";23.1;"";0.02666668;-0.05327865;0.1968912;0.2352941;0.2222223;-0.02118644;"";"";"";"";"";"";"";"";"";"";"";0.07975459;0.07868528;0.001677871;"";"";2
"Opera Software";"Norge";"OB Match";"Programvara & Internet";"OPERA";"NO0010040611";31.5;4626.216;0.00961536;-0.04255323;-0.2144638;-0.1346154;-0.4193548;-0.4797688;-0.5367647;-0.1076487;1.350523;-10.33253;-6.911156;1.12682;1.436555;1.615673;1.04767;-2.635181;-2.323153;-0.1392198;-0.03094673;-0.1738429;"2017-05-11";"";3
"OptiFreeze";"Sverige";"Aktietorget";"Handel & Distribution";"OPTI";"SE0005881786";26.4;226.512;0.02723731;-0.007518826;-0.08965519;-0.07042254;-0.114094;0;"";"";-33.50679;-42.11102;-41.27302;221.2031;311.0117;321.0525;-25.57146;-40.28039;-35.88084;-0.04005933;-0.05488789;-0.08541161;"";"";1
"OPUS Prodox";"Sverige";"Mid Cap";"Produktion";"OPUS";"SE0001696683";7.4;2138.452;-0.01986756;-0.03267974;0.03496503;-0.08641978;0.129771;0.7874397;-0.4637681;4.783057;22.72727;22.48934;25.18032;1.234469;1.081297;1.189108;186.179;76.49445;74.18636;0.05357146;-0.01707006;0.02987742;"2017-05-12";"";""
"OraSolv";"Sverige";"Aktietorget";"Sjukvård";"OS";"SE0001183732";0.386;72.86985;0.04891306;-0.00771206;0.01312335;-0.05392153;0.01578951;0.6016598;0.1696969;0.0722222;36.76191;25.67733;22.84985;0.6529557;0.5772398;0.6046267;-6.022302;-7.550018;-6.632493;0.02311826;-0.03290498;-0.02809119;"2017-04-27";"";""
"Orexo";"Sverige";"Mid Cap";"Läkemedel";"ORX";"SE0000736415";27;933.687;0.01886792;-0.01459853;-0.02877695;-0.1717791;-0.186747;-0.4104804;-0.7279597;0.2385322;32.30824;7.23534;24.13097;1.368441;2.315987;2.951292;5.981339;-13.79539;-7.679215;0.0005489588;-0.07310039;-0.2473533;"2017-04-20";"";1
"Orezone";"Sverige";"Aktietorget";"Gruv & Metall";"ORE";"SE0006452546";0.367;21.87136;-0.005419984;-0.03421048;-0.08249998;-0.2873786;-0.3617391;-0.3266055;"";"";-8.574766;-17.06723;-11.37816;270.0168;270.0168;270.0168;-6.528766;-10.80457;-7.203047;-0.04202766;-0.2003102;-0.2363243;"";"";1
"OrganoClick";"Sverige";"First North";"Produktion";"ORGC";"SE0006510335";6.65;455.4918;0.007575787;0.0390625;0.09917354;-0.07638885;-0.0148148;0.05555554;"";"";-15.69877;-16.19222;-17.57026;8.917747;11.14747;11.4049;-11.07202;-14.18538;-11.48225;0.02911091;-0.01166403;-0.01607192;"2017-05-10";"";""
"Oriflame";"Sverige";"Mid Cap";"Konsumentprodukter";"ORI";"CH0256424794";335.6;18706.34;0.02099177;-0.03229522;-0.05994396;-0.022714;0.3488746;0.8199567;0.9916914;0.4882484;25.9417;24.49102;22.41274;1.521511;1.090514;1.060121;25.52108;14.4348;15.12774;-0.05301052;0.01146734;0.1702884;"2017-05-10";"";3
"Oriola-KD B";"Finland";"Mid Cap";"Läkemedel";"OKDBV";"FI0009014351";3.72;660.3074;-0.007999992;-0.02362202;-0.08823527;-0.06060607;-0.1247059;-0.1036145;0.6926018;1.226612;16.23037;16.45926;16.08349;0.4024792;0.4349847;0.4159697;-25.29914;350.6581;-11.13118;-0.01906365;-0.03312081;-0.0448286;"2017-04-28";"";""
"Orion B";"Finland";"Large Cap";"Läkemedel";"ORNBV";"FI0009014377";56.25;7920.337;0.005361916;-0.01832459;0.1356754;0.2044968;0.42839;0.8328446;1.384485;2.939076;30.93889;23.03168;24.24575;7.261701;5.205802;5.456771;33.83314;24.91413;25.67198;0.03298366;0.0891596;0.2077378;"2017-04-26";"";5
"Ortivus B";"Sverige";"Small Cap";"Sjukvård";"ORTI B";"SE0000123085";3.94;81.80622;-0.08158506;-0.09633029;-0.2104208;-0.177453;0.4071429;0.5450981;-0.2964286;0.23125;-17.66816;-9.607429;-13.71587;1.074489;1.073829;1.108279;11.3258;52.92446;5.084339;-0.03433973;-0.04610401;0.4263384;"2017-05-02";"";""
"Ortoma";"Sverige";"Aktietorget";"Sjukvård";"ORT B";"SE0005676103";19.8;225.9576;0.04210522;-0.1391305;-0.164557;-0.426087;-0.3694268;-0.5158924;5;"";-47.03088;-89.81293;-72.00262;14.97697;27.80379;27.28676;-6.667973;-20.13398;-18.38444;-0.02073944;-0.222417;-0.1494141;"2017-04-28";"";""
"Outokumpu";"Finland";"Large Cap";"Gruv & Metall";"OUT1V";"FI0009002422";7.1;2956.255;0.01719196;0.003533582;-0.2022472;-0.2615705;-0.01388888;1.119403;0.1535337;-0.07328853;8.055367;10.28509;16.07489;0.4877504;0.3568304;0.4039353;13.49888;6.792921;10.3626;-0.1181436;-0.111326;0.1468172;"2017-04-27";"";3
"Outotec";"Finland";"Mid Cap";"Tjänster & Leverans";"OTE1V";"FI0009014575";5.905;1081.329;0.0314411;0.01547724;-0.04372469;0.08647659;0.2606747;0.7584872;-0.3212644;-0.2574662;-17.84527;-17.05497;-27.07516;0.9958827;0.770666;0.8189158;-9.902285;5.303878;-23.15847;-0.06543398;0.07685041;0.1775321;"";"";""
"Oxxy Group";"Norge";"Merkur Market";"Programvara & Internet";"OXXY-ME";"CY0106241710";30.3;"";0;0;0.02711862;0.04482756;0.009999975;-0.05312502;"";"";"";"";"";"";"";"";"";"";"";0.002813101;0.002868652;0.0102005;"";"";2
"Pallas";"Sverige";"First North";"Tjänster & Leverans";"PALS B";"SE0003329994";0.317;5.46825;0.2192308;0.187266;-0.1194445;0.174074;-0.2015114;-0.4672269;-0.683;-0.8135294;-2.103517;-19.21275;-7.813448;0.1575865;0.4450811;0.3022911;-0.8412693;13.33255;27.49071;-0.1175442;0.09633314;-0.02504975;"2017-03-31";"";1
"Pandora";"Denmark";"Large Cap";"Konsument";"PNDORA";"DK0060252690";671;75492.2;0.03469545;-0.01972242;-0.01323529;-0.1876513;-0.1915663;-0.307176;0.7200717;9.323077;12.4165;16.81151;16.54188;3.646966;4.707026;4.359161;16.18268;22.80992;24.07084;-0.06278479;-0.08233558;-0.09959143;"2017-05-09";"";2
"Pandox";"Sverige";"Large Cap";"Hotell, restaurang & nöje";"PNDX B";"SE0007100359";150.5;23703.6;-0.00462961;-0.02272727;0.01895737;0.03223592;0.08978996;0.1392884;"";"";10.03541;9.870954;9.612287;5.764494;5.478241;5.53985;-6.302473;-8.636851;-6.660192;0.009410381;0.04596543;0.001634002;"2017-05-04";"";3
"Panoro Energy";"Norge";"OB Match";"Olja & Gas";"PEN";"NO0010564701";5.25;203.7735;-0.01500937;-0.04021934;-0.07894734;-0.2435158;0.3157895;0.07142855;-0.8413897;-0.8667513;-0.3809234;-0.9496266;-3.548688;4.323794;6.329967;4.323794;-1.63497;-2.894613;-0.6180428;-0.0274964;-0.06341368;0.1007389;"";"";2
"Papilly";"Sverige";"First North";"Programvara & Internet";"PAPI";"SE0005849205";2.1;18.6186;0.004784685;-0.02777786;-0.04109596;-0.16;-0.106383;-0.1250001;"";"";-1.784804;-3.77262;-3.542236;1095.212;681.8976;785.2262;-1.138683;4.17557;-2.514524;-0.03555155;-0.06971949;-0.06906259;"";"";""
"Paradox Interactive";"Sverige";"First North";"Betting & Spel";"PDX";"SE0008294953";70.75;7471.2;0.01433692;0;0.04814815;0.2042553;0.4321862;"";"";"";29.8561;27.22126;17.85421;10.95915;9.785433;6.559267;41.09729;69.34308;25.738;0.02980435;0.1228004;0.1267135;"2017-05-05";"";2
"Parans Solar";"Sverige";"Aktietorget";"Byggprodukter";"PARA";"SE0002392886";3.2;44.8256;0.006289302;-0.05882354;-0.0273556;-0.3263158;-0.4018691;-0.4285714;0.8390805;-0.2103639;-6.694561;6.245303;-3.922865;8.698933;6.310274;5.776894;-5.7212;-12.1972;-13.29828;0.02212524;-0.1251704;-0.2518678;"";"";1
"PARKEN Sport";"Denmark";"Small Cap";"Hotell, restaurang & nöje";"PARKEN";"DK0010237643";87;0.087;-0.005714286;-0.03333333;-0.07446808;0.1298701;0.16;0.3384615;0.1225806;0.16;"";"";"";"";"";"";"";"";"";-0.03209877;0.08546758;0.1249557;"2017-05-19";0;2
"Paynova";"Sverige";"NGM";"IT-Tjänster";"PAY";"SE0001162462";0.69;165.985;-0.04166671;0.007299263;0.05343516;-0.1210191;-0.1533742;-0.07382551;0.1896552;0.2545454;-8.079625;-9.001706;-9.285572;5.184116;5.833074;5.406635;-4.994284;-5.398832;-5.295568;0.01377809;-0.08031636;-0.07524669;"2017-05-09";"";""
"PCI Biotech";"Norge";"Oslo Axess";"Bioteknik";"PCIB";"NO0010405640";22.9;570.21;0.05529948;-0.08400001;-0.3244838;-0.284375;0.6715328;2.225352;-0.1404453;-0.2798335;-17.7176;-5.843844;-9.320902;54.43532;19.79838;31.66374;-16.17801;-5.785583;-9.073675;-0.07041699;-0.1497625;0.5310652;"2017-05-16";"";1
"Peab";"Sverige";"Large Cap";"Byggnation";"PEAB B";"SE0000106205";99.9;29470.5;0.01164559;0.003515806;0.09961478;0.2007212;0.4040759;0.5022557;0.9010467;2.045732;15.66764;16.47831;16.96906;0.601967;0.4701776;0.4843124;8.350949;8.936941;8.798431;0.0180167;0.09770846;0.1672505;"2017-05-10";"";4
"PEN Concept";"Sverige";"Aktietorget";"Tjänster & Leverans";"PENCON";"SE0008435051";4.59;85.71366;-0.05165289;-0.09108911;-0.09999995;-0.1257143;-0.2220339;"";"";"";9180;9180;"";0.6937906;0.6937906;"";-3.999331;-3.999331;"";-0.02053136;-0.03074217;-0.0380066;"2017-05-17";"";3
"Peptonic Medical";"Sverige";"Aktietorget";"Bioteknik";"PMED";"SE0005962206";1.52;31.31504;-0.04402519;0.7674418;0.2063492;-0.8311111;-0.7548387;-0.670282;"";"";-3.010497;-12.0035;-11.7023;"";"";"";"";-8.593683;-9.092245;0.1226373;-0.6989033;-0.7275883;"2017-05-16";"";1
"Per Aarsleff";"Denmark";"Mid Cap";"Byggnation";"PAAL B";"DK0060700516";156.5;0.1565;0.02960526;0.009677419;-0.0739645;-0.1107955;-0.01572327;-0.1207865;0.4227273;2.71734;"";"";"";"";"";"";"";"";"";-0.07512724;0.0008130074;0.001879096;"";"";2
"Petroleum Geo-Services";"Norge";"OBX";"Olja & Gas";"PGS";"NO0010199151";20.34;6839.122;0.04522102;0.01649175;-0.1;-0.1636513;-0.07963802;0.01547676;-0.6841615;-0.7104626;-2.329603;-2.043091;-2.341573;1.11224;1.005889;1.084226;-4.586699;-4.014747;3.101802;0.01196396;-0.122938;-0.07581323;"2017-05-11";"";2
"Petrolia";"Norge";"OB Standard";"Olja & Gas";"PDR";"CY0102630916";3.43;93.41948;0;-0.04722218;0.008823521;-0.1654501;-0.1634146;-0.1205128;-0.6733333;-0.4970675;-1.136966;-1.193341;5.017686;0.2762094;0.3389927;0.3456636;0.9757776;1.163931;-1.055026;-0.04949427;-0.01754618;-0.01637495;"";"";2
"PExA";"Sverige";"Aktietorget";"Sjukvård";"PEXA B";"SE0007412374";4.22;38.9295;0;-0.03872439;-0.04090916;-0.2966667;-0.451948;-0.5311111;"";"";-10.30777;-18.24375;-20.82109;8.539043;16.33219;17.2152;-6.648932;-10.79877;-14.32576;-0.01148093;-0.1584502;-0.3053011;"2017-05-05";"";1
